MCC,MWT Cat Mapping,sub_category,Master Category,Citi Bank Category
6555,MASTERCARD INITIATED REBATE/REWARDS,Payments,Transfer out,Miscellaneous Stores
6556,not provided,Others,Transfer out,Miscellaneous Stores
6557,not provided,Others,Transfer out,Miscellaneous Stores
6558,not provided,Others,Transfer out,Miscellaneous Stores
6559,not provided,Others,Transfer out,Miscellaneous Stores
6560,not provided,Others,Transfer out,Miscellaneous Stores
6561,not provided,Others,Transfer out,Miscellaneous Stores
6562,not provided,Others,Transfer out,Miscellaneous Stores
6563,not provided,Others,Transfer out,Miscellaneous Stores
6564,not provided,Others,Transfer out,Miscellaneous Stores
6565,not provided,Others,Transfer out,Miscellaneous Stores
6566,not provided,Others,Transfer out,Miscellaneous Stores
6567,not provided,Others,Transfer out,Miscellaneous Stores
6568,not provided,Others,Transfer out,Miscellaneous Stores
6569,not provided,Others,Transfer out,Miscellaneous Stores
6570,not provided,Others,Transfer out,Miscellaneous Stores
6571,not provided,Others,Transfer out,Miscellaneous Stores
6572,not provided,Others,Transfer out,Miscellaneous Stores
6573,not provided,Others,Transfer out,Miscellaneous Stores
6574,not provided,Others,Transfer out,Miscellaneous Stores
6575,not provided,Others,Transfer out,Miscellaneous Stores
6576,not provided,Others,Transfer out,Miscellaneous Stores
6577,not provided,Others,Transfer out,Miscellaneous Stores
6578,not provided,Others,Transfer out,Miscellaneous Stores
6579,not provided,Others,Transfer out,Miscellaneous Stores
6580,not provided,Others,Transfer out,Miscellaneous Stores
6581,not provided,Others,Transfer out,Miscellaneous Stores
6582,not provided,Others,Transfer out,Miscellaneous Stores
6583,not provided,Others,Transfer out,Miscellaneous Stores
6584,not provided,Others,Transfer out,Miscellaneous Stores
6585,not provided,Others,Transfer out,Miscellaneous Stores
6586,not provided,Others,Transfer out,Miscellaneous Stores
6587,not provided,Others,Transfer out,Miscellaneous Stores
6588,not provided,Others,Transfer out,Miscellaneous Stores
6589,not provided,Others,Transfer out,Miscellaneous Stores
6590,not provided,Others,Transfer out,Miscellaneous Stores
6591,not provided,Others,Transfer out,Miscellaneous Stores
6592,not provided,Others,Transfer out,Miscellaneous Stores
6593,not provided,Others,Transfer out,Miscellaneous Stores
6594,not provided,Others,Transfer out,Miscellaneous Stores
6595,not provided,Others,Transfer out,Miscellaneous Stores
6596,not provided,Others,Transfer out,Miscellaneous Stores
6597,not provided,Others,Transfer out,Miscellaneous Stores
6598,not provided,Others,Transfer out,Miscellaneous Stores
6599,not provided,Others,Transfer out,Miscellaneous Stores
6600,not provided,Others,Transfer out,Miscellaneous Stores
6601,not provided,Others,Transfer out,Miscellaneous Stores
6602,not provided,Others,Transfer out,Miscellaneous Stores
6603,not provided,Others,Transfer out,Miscellaneous Stores
6604,not provided,Others,Transfer out,Miscellaneous Stores
6605,not provided,Others,Transfer out,Miscellaneous Stores
6606,not provided,Others,Transfer out,Miscellaneous Stores
6607,not provided,Others,Transfer out,Miscellaneous Stores
6608,not provided,Others,Transfer out,Miscellaneous Stores
6609,not provided,Others,Transfer out,Miscellaneous Stores
6610,not provided,Others,Transfer out,Miscellaneous Stores
6611,OVERPAYMENTS,Payments,Transfer out,Miscellaneous Stores
6612,not provided,Others,Transfer out,Miscellaneous Stores
6613,not provided,Others,Transfer out,Miscellaneous Stores
6614,not provided,Others,Transfer out,Miscellaneous Stores
6615,not provided,Others,Transfer out,Miscellaneous Stores
6616,not provided,Others,Transfer out,Miscellaneous Stores
6617,not provided,Others,Transfer out,Miscellaneous Stores
6618,not provided,Others,Transfer out,Miscellaneous Stores
6619,not provided,Others,Transfer out,Miscellaneous Stores
6620,not provided,Others,Transfer out,Miscellaneous Stores
6621,not provided,Others,Transfer out,Miscellaneous Stores
6622,not provided,Others,Transfer out,Miscellaneous Stores
6623,not provided,Others,Transfer out,Miscellaneous Stores
6624,not provided,Others,Transfer out,Miscellaneous Stores
6625,not provided,Others,Transfer out,Miscellaneous Stores
6626,not provided,Others,Transfer out,Miscellaneous Stores
6627,not provided,Others,Transfer out,Miscellaneous Stores
6628,not provided,Others,Transfer out,Miscellaneous Stores
6629,not provided,Others,Transfer out,Miscellaneous Stores
6630,not provided,Others,Transfer out,Miscellaneous Stores
6631,not provided,Others,Transfer out,Miscellaneous Stores
6632,not provided,Others,Transfer out,Miscellaneous Stores
6633,not provided,Others,Transfer out,Miscellaneous Stores
6634,not provided,Others,Transfer out,Miscellaneous Stores
6635,not provided,Others,Transfer out,Miscellaneous Stores
6636,not provided,Others,Transfer out,Miscellaneous Stores
6637,not provided,Others,Transfer out,Miscellaneous Stores
6638,not provided,Others,Transfer out,Miscellaneous Stores
6639,not provided,Others,Transfer out,Miscellaneous Stores
6640,not provided,Others,Transfer out,Miscellaneous Stores
6641,not provided,Others,Transfer out,Miscellaneous Stores
6642,not provided,Others,Transfer out,Miscellaneous Stores
6643,not provided,Others,Transfer out,Miscellaneous Stores
6644,not provided,Others,Transfer out,Miscellaneous Stores
6645,not provided,Others,Transfer out,Miscellaneous Stores
6646,not provided,Others,Transfer out,Miscellaneous Stores
6647,not provided,Others,Transfer out,Miscellaneous Stores
6648,not provided,Others,Transfer out,Miscellaneous Stores
6649,not provided,Others,Transfer out,Miscellaneous Stores
6650,not provided,Others,Transfer out,Miscellaneous Stores
6651,not provided,Others,Transfer out,Miscellaneous Stores
6652,not provided,Others,Transfer out,Miscellaneous Stores
6653,not provided,Others,Transfer out,Miscellaneous Stores
6654,not provided,Others,Transfer out,Miscellaneous Stores
6655,not provided,Others,Transfer out,Miscellaneous Stores
6656,not provided,Others,Transfer out,Miscellaneous Stores
6657,not provided,Others,Transfer out,Miscellaneous Stores
6658,not provided,Others,Transfer out,Miscellaneous Stores
6659,not provided,Others,Transfer out,Miscellaneous Stores
6660,not provided,Others,Transfer out,Miscellaneous Stores
6661,not provided,Others,Transfer out,Miscellaneous Stores
6662,not provided,Others,Transfer out,Miscellaneous Stores
6663,not provided,Others,Transfer out,Miscellaneous Stores
6664,not provided,Others,Transfer out,Miscellaneous Stores
6665,not provided,Others,Transfer out,Miscellaneous Stores
6666,not provided,Others,Transfer out,Miscellaneous Stores
6667,not provided,Others,Transfer out,Miscellaneous Stores
6668,not provided,Others,Transfer out,Miscellaneous Stores
6669,not provided,Others,Transfer out,Miscellaneous Stores
6670,not provided,Others,Transfer out,Miscellaneous Stores
6671,not provided,Others,Transfer out,Miscellaneous Stores
6672,not provided,Others,Transfer out,Miscellaneous Stores
6673,not provided,Others,Transfer out,Miscellaneous Stores
6674,not provided,Others,Transfer out,Miscellaneous Stores
6675,not provided,Others,Transfer out,Miscellaneous Stores
6676,not provided,Others,Transfer out,Miscellaneous Stores
6677,not provided,Others,Transfer out,Miscellaneous Stores
6678,not provided,Others,Transfer out,Miscellaneous Stores
6679,not provided,Others,Transfer out,Miscellaneous Stores
6680,not provided,Others,Transfer out,Miscellaneous Stores
6681,not provided,Others,Transfer out,Miscellaneous Stores
6682,not provided,Others,Transfer out,Miscellaneous Stores
6683,not provided,Others,Transfer out,Miscellaneous Stores
6684,not provided,Others,Transfer out,Miscellaneous Stores
6685,not provided,Others,Transfer out,Miscellaneous Stores
6686,not provided,Others,Transfer out,Miscellaneous Stores
6687,not provided,Others,Transfer out,Miscellaneous Stores
6688,not provided,Others,Transfer out,Miscellaneous Stores
6689,not provided,Others,Transfer out,Miscellaneous Stores
6690,not provided,Others,Transfer out,Miscellaneous Stores
6691,not provided,Others,Transfer out,Miscellaneous Stores
6692,not provided,Others,Transfer out,Miscellaneous Stores
6693,not provided,Others,Transfer out,Miscellaneous Stores
6694,not provided,Others,Transfer out,Miscellaneous Stores
6695,not provided,Others,Transfer out,Miscellaneous Stores
6696,not provided,Others,Transfer out,Miscellaneous Stores
6697,not provided,Others,Transfer out,Miscellaneous Stores
6698,not provided,Others,Transfer out,Miscellaneous Stores
6699,not provided,Others,Transfer out,Miscellaneous Stores
6700,not provided,Others,Transfer out,Miscellaneous Stores
6701,not provided,Others,Transfer out,Miscellaneous Stores
6702,not provided,Others,Transfer out,Miscellaneous Stores
6703,not provided,Others,Transfer out,Miscellaneous Stores
6704,not provided,Others,Transfer out,Miscellaneous Stores
6705,not provided,Others,Transfer out,Miscellaneous Stores
6706,not provided,Others,Transfer out,Miscellaneous Stores
6707,not provided,Others,Transfer out,Miscellaneous Stores
6708,not provided,Others,Transfer out,Miscellaneous Stores
6709,not provided,Others,Transfer out,Miscellaneous Stores
6710,not provided,Others,Transfer out,Miscellaneous Stores
6711,not provided,Others,Transfer out,Miscellaneous Stores
6712,not provided,Others,Transfer out,Miscellaneous Stores
6713,not provided,Others,Transfer out,Miscellaneous Stores
6714,not provided,Others,Transfer out,Miscellaneous Stores
6715,not provided,Others,Transfer out,Miscellaneous Stores
6716,not provided,Others,Transfer out,Miscellaneous Stores
6717,not provided,Others,Transfer out,Miscellaneous Stores
6718,not provided,Others,Transfer out,Miscellaneous Stores
6719,not provided,Others,Transfer out,Miscellaneous Stores
6720,not provided,Others,Transfer out,Miscellaneous Stores
6721,not provided,Others,Transfer out,Miscellaneous Stores
6722,not provided,Others,Transfer out,Miscellaneous Stores
6723,not provided,Others,Transfer out,Miscellaneous Stores
6724,not provided,Others,Transfer out,Miscellaneous Stores
6725,not provided,Others,Transfer out,Miscellaneous Stores
6726,not provided,Others,Transfer out,Miscellaneous Stores
6727,not provided,Others,Transfer out,Miscellaneous Stores
6728,not provided,Others,Transfer out,Miscellaneous Stores
6729,not provided,Others,Transfer out,Miscellaneous Stores
6730,not provided,Others,Transfer out,Miscellaneous Stores
6731,not provided,Others,Transfer out,Miscellaneous Stores
6732,not provided,Others,Transfer out,Miscellaneous Stores
6733,not provided,Others,Transfer out,Miscellaneous Stores
6734,not provided,Others,Transfer out,Miscellaneous Stores
6735,not provided,Others,Transfer out,Miscellaneous Stores
6736,not provided,Others,Transfer out,Miscellaneous Stores
6737,not provided,Others,Transfer out,Miscellaneous Stores
6738,not provided,Others,Transfer out,Miscellaneous Stores
6739,not provided,Others,Transfer out,Miscellaneous Stores
6740,not provided,Others,Transfer out,Miscellaneous Stores
6741,not provided,Others,Transfer out,Miscellaneous Stores
6742,not provided,Others,Transfer out,Miscellaneous Stores
6743,not provided,Others,Transfer out,Miscellaneous Stores
6744,not provided,Others,Transfer out,Miscellaneous Stores
6745,not provided,Others,Transfer out,Miscellaneous Stores
6746,not provided,Others,Transfer out,Miscellaneous Stores
6747,not provided,Others,Transfer out,Miscellaneous Stores
6748,not provided,Others,Transfer out,Miscellaneous Stores
6749,not provided,Others,Transfer out,Miscellaneous Stores
6750,not provided,Others,Transfer out,Miscellaneous Stores
6751,not provided,Others,Transfer out,Miscellaneous Stores
6752,not provided,Others,Transfer out,Miscellaneous Stores
6753,not provided,Others,Transfer out,Miscellaneous Stores
6754,not provided,Others,Transfer out,Miscellaneous Stores
6755,not provided,Others,Transfer out,Miscellaneous Stores
6756,not provided,Others,Transfer out,Miscellaneous Stores
6757,not provided,Others,Transfer out,Miscellaneous Stores
6758,not provided,Others,Transfer out,Miscellaneous Stores
6759,not provided,Others,Transfer out,Miscellaneous Stores
6760,SAVINGS BONDS,Investments,Investment Expense,Miscellaneous Stores
6761,not provided,Others,Transfer out,Miscellaneous Stores
6762,not provided,Others,Transfer out,Miscellaneous Stores
6763,not provided,Others,Transfer out,Miscellaneous Stores
6764,not provided,Others,Transfer out,Miscellaneous Stores
6765,not provided,Others,Transfer out,Miscellaneous Stores
6766,not provided,Others,Transfer out,Miscellaneous Stores
6767,not provided,Others,Transfer out,Miscellaneous Stores
6768,not provided,Others,Transfer out,Miscellaneous Stores
6769,not provided,Others,Transfer out,Miscellaneous Stores
6770,not provided,Others,Transfer out,Miscellaneous Stores
6771,not provided,Others,Transfer out,Miscellaneous Stores
6772,not provided,Others,Transfer out,Miscellaneous Stores
6773,not provided,Others,Transfer out,Miscellaneous Stores
6774,not provided,Others,Transfer out,Miscellaneous Stores
6775,not provided,Others,Transfer out,Miscellaneous Stores
6776,not provided,Others,Transfer out,Miscellaneous Stores
6777,not provided,Others,Transfer out,Miscellaneous Stores
6778,not provided,Others,Transfer out,Miscellaneous Stores
6779,not provided,Others,Transfer out,Miscellaneous Stores
6780,not provided,Others,Transfer out,Miscellaneous Stores
6781,not provided,Others,Transfer out,Miscellaneous Stores
6782,not provided,Others,Transfer out,Miscellaneous Stores
6783,not provided,Others,Transfer out,Miscellaneous Stores
6784,not provided,Others,Transfer out,Miscellaneous Stores
6785,not provided,Others,Transfer out,Miscellaneous Stores
6786,not provided,Others,Transfer out,Miscellaneous Stores
6787,not provided,Others,Transfer out,Miscellaneous Stores
6788,not provided,Others,Transfer out,Miscellaneous Stores
6789,not provided,Others,Transfer out,Miscellaneous Stores
6790,not provided,Others,Transfer out,Miscellaneous Stores
6791,not provided,Others,Transfer out,Miscellaneous Stores
6792,not provided,Others,Transfer out,Miscellaneous Stores
6793,not provided,Others,Transfer out,Miscellaneous Stores
6794,not provided,Others,Transfer out,Miscellaneous Stores
6795,not provided,Others,Transfer out,Miscellaneous Stores
6796,not provided,Others,Transfer out,Miscellaneous Stores
6797,not provided,Others,Transfer out,Miscellaneous Stores
6798,not provided,Others,Transfer out,Miscellaneous Stores
6799,not provided,Others,Transfer out,Miscellaneous Stores
6800,not provided,Others,Transfer out,Miscellaneous Stores
6801,not provided,Others,Transfer out,Miscellaneous Stores
6802,not provided,Others,Transfer out,Miscellaneous Stores
6803,not provided,Others,Transfer out,Miscellaneous Stores
6804,not provided,Others,Transfer out,Miscellaneous Stores
6805,not provided,Others,Transfer out,Miscellaneous Stores
6806,not provided,Others,Transfer out,Miscellaneous Stores
6807,not provided,Others,Transfer out,Miscellaneous Stores
